"artifactName","packageName","typeName","sumEffectiveLinesOfMethodCode","maxEffectiveLinesOfMethodCode","methodWithMaxEffectiveLinesOfMethodCode","maxCyclomaticComplexity","methodWithMaxCyclomaticComplexity","Source Cypher File: domains/java/queries/method-metrics/Effective_lines_of_method_code_per_type.cypher"
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.annotation","EventAppenderParameterResolverFactoryConfigurationEnhancer",4,2,"enhance",1,"lambda$enhance$0",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.annotation","EventAppenderParameterResolverFactory",4,3,"createInstance",2,"createInstance",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.annotation","SequenceNumberParameterResolverFactory",4,3,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.replay","ResetNotSupportedException",4,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.replay.annotation","ReplayParameterResolverFactory",4,3,"createInstance",2,"createInstance",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store","UnableToClaimTokenException",4,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store","UnableToInitializeTokenException",4,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc","PostgresTokenTableFactory",4,2,"<init>",1,"tokenType",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.pooled","MaxSegmentProvider",4,1,"apply",1,"apply",""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling","DuplicateQueryHandlerSubscriptionException",4,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling","QueryHandlerRegistry",4,2,"subscribe",1,"lambda$subscribe$0",""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling","QueryUpdateEmitterParameterResolverFactory",4,3,"createInstance",2,"createInstance",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","EmptyApplicationContext",4,2,"<init>",2,"component",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","LegacyResources",4,3,"<clinit>",1,"<clinit>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","MonoUtils",4,2,"<init>",1,"asSingle",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","RemoteNonTransientHandlingException",4,3,"<init>",1,"getExceptionDescriptions",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","IllegalPayloadAccessException",4,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","SourceIdParameterResolverFactory",4,3,"<init>",1,"getResolver",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","MessageIdentifierParameterResolverFactory",4,3,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","AggregateTypeParameterResolverFactory",4,3,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","UnsupportedHandlerException",4,3,"<init>",1,"getViolatingMethod",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.reflection","ClasspathParameterResolverConfigurationEnhancer",4,2,"enhance",1,"lambda$enhance$0",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","NoMoreInterceptors",4,1,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.sequencing","MetadataSequencingPolicy",4,3,"<init>",1,"sequenceIdentifierFor",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.sequencing","FullConcurrencyPolicy",4,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.sequencing","NoOpSequencingPolicy",4,2,"<init>",1,"sequenceIdentifierFor",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.retry","DoNotRetryOutcome",4,1,"<init>",1,"<init>",""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot","DeadLetterQueueProcessorProperties",4,2,"<init>",1,"forProcessor",""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot.service.connection","AxonServerTestContainerConnectionDetailsFactory",4,2,"<init>",1,"getContainerConnectionDetails",""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot.autoconfig","PostgresqlAutoConfiguration$1",4,2,"enhance",1,"<init>",""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot.autoconfig","AxonServerAutoConfiguration$1",4,2,"enhance",1,"order",""
"axon-modelling-5.1.2","org.axonframework.modelling.annotation","TargetEntityIdMemberMismatchException",3,3,"<init>",1,"<init>",""
"axon-modelling-5.1.2","org.axonframework.modelling.annotation","InjectEntityParameterResolverFactoryConfigurationEnhancer",3,2,"enhance",1,"enhance",""
"axon-modelling-5.1.2","org.axonframework.modelling.entity","EntityMetamodel",3,1,"<clinit>",1,"<clinit>",""
"axon-modelling-5.1.2","org.axonframework.modelling.entity","EntityMissingForInstanceCommandHandlerException",3,3,"<init>",1,"<init>",""
"axon-modelling-5.1.2","org.axonframework.modelling.entity","EntityAlreadyExistsForCreationalCommandHandlerException",3,3,"<init>",1,"<init>",""
"axon-modelling-5.1.2","org.axonframework.modelling.entity.annotation","AnnotatedEntityIdResolverDefinition",3,2,"createIdResolver",1,"<init>",""
"axon-modelling-5.1.2","org.axonframework.modelling.entity.child","ChildEntityFieldDefinition",3,1,"forFieldName",1,"forFieldName",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.api","AxonServerConfiguration$Eventhandling",3,2,"<init>",1,"getProcessors",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.configuration","TopologyChangeListener",3,2,"accept",1,"accept",""
"axon-update-5.1.2","org.axonframework.update.configuration","UsagePropertyProvider",3,3,"create",1,"create",""
"axon-common-5.1.2","org.axonframework.common","ListUtils",3,2,"<init>",1,"distinct",""
"axon-common-5.1.2","org.axonframework.common","TypeReflectionUtils$VarMap$UnresolvedTypeVariableException",3,3,"<init>",1,"<init>",""
"axon-common-5.1.2","org.axonframework.common.jdbc","ConnectionWrapperFactory$NoOpCloseHandler",3,1,"commit",1,"commit",""
"axon-common-5.1.2","org.axonframework.common.property","UniformPropertyAccessStrategy",3,1,"<init>",1,"<init>",""
"axon-common-5.1.2","org.axonframework.common.property","BeanPropertyAccessStrategy",3,1,"getterName",1,"getterName",""
"axon-common-5.1.2","org.axonframework.common.lock","PessimisticLockFactory$PubliclyOwnedReentrantLock",3,1,"isHeldBy",1,"isHeldBy",""
"axon-common-5.1.2","org.axonframework.common.configuration","DecoratorDefinition$2",3,1,"<init>",3,"lambda$with$0",""
"axon-common-5.1.2","org.axonframework.common.configuration","ComponentDefinition$1",3,1,"withBuilder",1,"withBuilder",""
"axon-common-5.1.2","org.axonframework.common.configuration","DecoratorDefinition$1",3,1,"lambda$with$0",1,"lambda$with$0",""
"axon-common-5.1.2","org.axonframework.common.configuration","ApplicationConfigurer",3,3,"start",1,"start",""
"axon-test-5.1.2","org.axonframework.test.fixture","AxonTestPhase$Then$Message",3,2,"stop",1,"await",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing","EntityMissingAfterFirstEventException",3,3,"<init>",1,"<init>",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing","EntityMissingAfterLoadOrCreateException",3,3,"<init>",1,"<init>",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.annotation.reflection","AnnotationBasedEventSourcedEntityFactory$IdTypeParameterResolver",3,1,"matches",1,"matches",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.snapshot.api","SnapshotPolicy$1",3,1,"shouldSnapshot",1,"shouldSnapshot",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.snapshot.api","SnapshotPolicy$2",3,1,"shouldSnapshot",3,"shouldSnapshot",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","TerminalEventMessage",3,2,"<init>",1,"<init>",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","AppendEventsTransactionRejectedException",3,2,"<init>",1,"conflictingEventsDetected",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore.inmemory","InMemoryEventStorageEngine$MapBackedStreamingEventMessageStream",3,2,"<init>",1,"<init>",""
"axon-metrics-micrometer-5.1.2","org.axonframework.extension.metrics.micrometer.springboot","MicrometerMetricsAutoConfiguration",3,1,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling.annotation","CommandDispatcherParameterResolverFactory$1",3,1,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.annotation","SequenceNumberParameterResolverFactory$SequenceNumberParameterResolver",3,1,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.annotation","EventAppenderParameterResolverFactory$1",3,1,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store","TokenStore",3,1,"fetchToken",1,"fetchToken",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.segmenting","EventTrackerStatusChangeListener",3,1,"noOp",1,"noOp",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventstreaming","StreamingCondition",3,1,"criteria",1,"criteria",""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling","QueryUpdateEmitterParameterResolverFactory$1",3,1,"resolveParameterValue",1,"resolveParameterValue",""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling.configuration","QueryHandlingModule$SetupPhase",3,3,"queryHandlers",1,"queryHandlers",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","MessageIdentifierParameterResolverFactory$MessageIdentifierParameterResolver",3,1,"<init>",2,"matches",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork","UnitOfWorkFactory",3,1,"create",1,"create",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork.annotation","ProcessingContextParameterResolverFactory$ProcessingContextParameterResolver",3,1,"matches",1,"matches",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork.transaction","NoTransactionManager$1",3,1,"rollback",1,"rollback",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork.transaction.jpa","EntityManagerTransactionManager$1",3,1,"rollback",1,"rollback",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.configuration.reflection","ConfigurationParameterResolverConfigurationEnhancer",3,2,"enhance",1,"enhance",""
"axon-messaging-5.1.2","org.axonframework.messaging.tracing","SpanUtils",3,2,"<init>",1,"<init>",""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot.service.connection","AxonServerTestContainerConnectionDetailsFactory$AxonServerContainerConnectionDetails",3,2,"<init>",1,"routingServers",""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot.actuator","HealthStatus",3,2,"<init>",1,"<init>",""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot.autoconfig","AxonServerActuatorAutoConfiguration",3,1,"axonServerStatusAggregator",1,"axonServerStatusAggregator",""
"axon-modelling-5.1.2","org.axonframework.modelling","StateManager",2,1,"loadEntity",1,"loadEntity",""
"axon-modelling-5.1.2","org.axonframework.modelling","StateEvolvingException",2,2,"<init>",1,"<init>",""
"axon-modelling-5.1.2","org.axonframework.modelling.annotation","AnnotationBasedEntityIdResolverDefinition",2,1,"<init>",1,"<init>",""
"axon-modelling-5.1.2","org.axonframework.modelling.entity.annotation","UnknownRoutingKeyException",2,2,"<init>",1,"<init>",""
"axon-modelling-5.1.2","org.axonframework.modelling.entity.child","EntityChildMetamodel",2,1,"single",1,"single",""
"axon-modelling-5.1.2","org.axonframework.modelling.entity.child","ChildAmbiguityException",2,2,"<init>",1,"<init>",""
"axon-modelling-5.1.2","org.axonframework.modelling.entity.child","EventTargetMatcher",2,1,"MATCH_ANY",1,"MATCH_ANY",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.util","GrpcMessageSizeWarningThresholdReachedException",2,2,"<init>",1,"<init>",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.util","GrpcMessageSizeExceededException",2,2,"<init>",1,"<init>",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.configuration","ManagedChannelCustomizer",2,1,"identity",1,"identity",""
"axon-common-5.1.2","org.axonframework.common","DefaultIdentifierFactory",2,1,"<init>",1,"<init>",""
"axon-common-5.1.2","org.axonframework.common.jdbc","JdbcException",2,2,"<init>",1,"<init>",""
"axon-common-5.1.2","org.axonframework.common.property","PropertyAccessException",2,2,"<init>",1,"<init>",""
"axon-common-5.1.2","org.axonframework.common.infra","ComponentDescriptor",2,2,"describeWrapperOf",1,"describeWrapperOf",""
"axon-common-5.1.2","org.axonframework.common.lifecycle","LifecycleHandlerInvocationException",2,2,"<init>",1,"<init>",""
"axon-common-5.1.2","org.axonframework.common.lifecycle","Phase",2,2,"<init>",1,"<init>",""
"axon-common-5.1.2","org.axonframework.common.lock","DeadlockException",2,2,"<init>",1,"<init>",""
"axon-common-5.1.2","org.axonframework.common.lock","Lock",2,2,"close",1,"close",""
"axon-common-5.1.2","org.axonframework.common.configuration","DuplicateModuleRegistrationException",2,2,"<init>",1,"<init>",""
"axon-test-5.1.2","org.axonframework.test","FixtureResourceParameterResolverFactory",2,1,"createInstance",1,"createInstance",""
"axon-test-5.1.2","org.axonframework.test.fixture","AxonTestThenNothing",2,2,"<init>",1,"<init>",""
"axon-test-5.1.2","org.axonframework.test.fixture","AxonTestWhen$Nothing",2,1,"<init>",1,"<init>",""
"axon-test-5.1.2","org.axonframework.test.fixture","AxonTestWhen$Event",2,1,"<init>",1,"<init>",""
"axon-test-5.1.2","org.axonframework.test.fixture","AxonTestWhen$Command",2,1,"then",1,"then",""
"axon-test-5.1.2","org.axonframework.test.util","DefaultCallbackBehavior",2,1,"<init>",1,"<init>",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.annotation","AnnotationBasedEventCriteriaResolverDefinition",2,1,"<init>",1,"<init>",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","ConsistencyMarkers",2,2,"<init>",1,"<init>",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","EventStoreTransaction",2,1,"source",2,"overrideAppendCondition",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","StartPosition",2,1,"<init>",1,"<init>",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","EventCoordinator",2,1,"lambda$static$0",1,"lambda$static$0",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.configuration","EventSourcedEntityModule",2,1,"declarative",1,"declarative",""
"axon-conversion-5.1.2","org.axonframework.conversion.avro","AvroConverterStrategy",2,1,"applyStrategyConfiguration",1,"applyStrategyConfiguration",""
"axon-messaging-5.1.2","org.axonframework.messaging.monitoring","MessageMonitor",2,1,"onMessagesIngested",1,"onMessagesIngested",""
"axon-messaging-5.1.2","org.axonframework.messaging.monitoring.configuration","DefaultMessageMonitorRegistry$GenericMonitorDefinition",2,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling","CommandPriorityCalculator",2,1,"lambda$defaultCalculator$0",1,"lambda$defaultCalculator$0",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","NoHandlerForEventException",2,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","TransactionMethodExecutionException",2,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.gateway","EventGateway",2,1,"publish",1,"publish",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.conversion","EventConverter",2,1,"convertPayload",1,"convertPayload",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing","EventProcessingException",2,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.processing.streaming.token.store","UnableToRetrieveIdentifierException",2,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","EventProcessorModule",2,1,"subscribing",1,"subscribing",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling.configuration","EventProcessorModule$CustomizationPhase",2,1,"notCustomized",1,"notCustomized",""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling","CompletedEmitterException",2,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling","SubscriptionQueryAlreadyRegisteredException",2,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling","QueryPriorityCalculator",2,1,"defaultCalculator",1,"defaultCalculator",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","DelayedMessageStream$Empty",2,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","Context",2,1,"with",1,"with",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","DelayedMessageStream$Single",2,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","FilteringMessageStream$Single",2,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","MappedMessageStream$Single",2,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","MessageTypeNotResolvedException",2,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","OnNextMessageStream$Single",2,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","EventPublicationFailedException",2,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","CompletionCallbackMessageStream$Empty",2,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","ExecutionException",2,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","CompletionCallbackMessageStream$Single",2,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","MessageHandlerInvocationException",2,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception","DefaultDispatchInterceptorRegistry$GenericInterceptorDefinition",2,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception","DefaultHandlerInterceptorRegistry$GenericInterceptorDefinition",2,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.conversion","MessageConverter",2,1,"convertMessage",1,"convertMessage",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.retry","RetryPolicy$Outcome",2,1,"rescheduleIn",1,"rescheduleIn",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.retry","AxonNonTransientExceptionClassesPredicate",2,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork","ProcessingContext",2,1,"withResource",1,"withResource",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.unitofwork","ProcessingLifecycle$Phase",2,1,"isAfter",2,"isAfter",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.timeout","AxonTimeoutException",2,2,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.tracing","SpanFactory",2,1,"createLinkedHandlerSpan",1,"createLinkedHandlerSpan",""
"axon-messaging-5.1.2","org.axonframework.messaging.tracing.attributes","MessageTypeSpanAttributesProvider",2,1,"provideForMessage",1,"provideForMessage",""
"axon-messaging-5.1.2","org.axonframework.messaging.tracing.attributes","AggregateIdentifierSpanAttributesProvider",2,1,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.tracing.attributes","PayloadTypeSpanAttributesProvider",2,1,"provideForMessage",1,"provideForMessage",""
"axon-messaging-5.1.2","org.axonframework.messaging.tracing.attributes","MessageNameSpanAttributesProvider",2,1,"provideForMessage",1,"provideForMessage",""
"axon-messaging-5.1.2","org.axonframework.messaging.tracing.attributes","MessageIdSpanAttributesProvider",2,1,"provideForMessage",1,"provideForMessage",""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot.actuator.axonserver","AxonServerStatusAggregator",2,2,"<init>",1,"<init>",""
"axoniq-spring-boot-autoconfigure-5.1.2","io.axoniq.framework.springboot.autoconfig","PostgresqlAutoConfiguration",2,1,"disablePostgresqlConfigurationEnhancer",1,"disablePostgresqlConfigurationEnhancer",""
"axon-modelling-5.1.2","org.axonframework.modelling.configuration","EntityModule",1,1,"entityName",1,"entityName",""
"axon-modelling-5.1.2","org.axonframework.modelling.configuration","SimpleStateBasedEntityModule$2",1,1,"<init>",1,"<init>",""
"axon-modelling-5.1.2","org.axonframework.modelling.configuration","SimpleStateBasedEntityModule$1",1,1,"<init>",1,"<init>",""
"axon-modelling-5.1.2","org.axonframework.modelling.configuration","SimpleStateBasedEntityModule$3",1,1,"<init>",1,"<init>",""
"axon-modelling-5.1.2","org.axonframework.modelling.configuration","StateBasedEntityModule",1,1,"declarative",1,"declarative",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.shared","ExceptionFactory$1",1,1,"<clinit>",28,"<clinit>",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.shared","MetadataConverter$1",1,1,"<clinit>",5,"<clinit>",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.util","PriorityTaskSchedulers",1,1,"forPriority",1,"forPriority",""
"axon-server-connector-5.1.2","io.axoniq.framework.axonserver.connector.configuration","TopologyChange$1",1,1,"<clinit>",7,"<clinit>",""
"axon-common-5.1.2","org.axonframework.common","TypeReference$1",1,1,"<init>",1,"<init>",""
"axon-common-5.1.2","org.axonframework.common","TypeReference$2",1,1,"<init>",1,"<init>",""
"axon-common-5.1.2","org.axonframework.common.caching","EhCacheAdapter$1",1,1,"<clinit>",6,"<clinit>",""
"axon-common-5.1.2","org.axonframework.common.configuration","ConfigurationEnhancer",1,1,"order",1,"order",""
"axon-common-5.1.2","org.axonframework.common.configuration","DefaultComponentRegistry$1",1,1,"<clinit>",4,"<clinit>",""
"axon-test-5.1.2","org.axonframework.test.fixture","AxonTestPhase$Then$MessageAssertions",1,1,"noEvents",1,"noEvents",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.handler","SnapshottingEntityLifecycleHandler$SnapshotIncompatibleException",1,1,"<init>",1,"<init>",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","Position",1,1,"<clinit>",1,"<clinit>",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore","EventStorageEngine",1,1,"appendEvents",1,"appendEvents",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.eventstore.jpa","AggregateBasedJpaEventStorageEngine$1",1,1,"<init>",1,"<init>",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.configuration","SimpleEventSourcedEntityModule$3",1,1,"<init>",1,"<init>",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.configuration","SimpleEventSourcedEntityModule$1",1,1,"<init>",1,"<init>",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.configuration","SimpleEventSourcedEntityModule$4",1,1,"<init>",1,"<init>",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.configuration","SimpleEventSourcedEntityModule$2",1,1,"<init>",1,"<init>",""
"axon-eventsourcing-5.1.2","org.axonframework.eventsourcing.configuration","SimpleEventSourcedEntityModule$5",1,1,"<init>",1,"<init>",""
"axon-conversion-5.1.2","org.axonframework.conversion","Converter",1,1,"convert",1,"convert",""
"axon-messaging-5.1.2","org.axonframework.messaging.monitoring.configuration","DefaultMessageMonitorRegistry$1",1,1,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.monitoring.configuration","DefaultMessageMonitorRegistry$4",1,1,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.monitoring.configuration","DefaultMessageMonitorRegistry$2",1,1,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.monitoring.configuration","DefaultMessageMonitorRegistry$5",1,1,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.monitoring.configuration","DefaultMessageMonitorRegistry$3",1,1,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.commandhandling.configuration","CommandHandlingModule",1,1,"named",1,"named",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventhandling","EventSink",1,1,"publish",1,"publish",""
"axon-messaging-5.1.2","org.axonframework.messaging.eventstreaming","EventsCondition",1,1,"matches",1,"matches",""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling.tracing","TracingQueryBus",1,1,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.queryhandling.configuration","QueryHandlingModule",1,1,"named",1,"named",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","MessageStream$Entry",1,1,"withResource",1,"withResource",""
"axon-messaging-5.1.2","org.axonframework.messaging.core","ApplicationContext",1,1,"component",1,"component",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.annotation","ParameterResolver",1,1,"supportedPayloadType",1,"supportedPayloadType",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception","DefaultDispatchInterceptorRegistry$1",1,1,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception","DefaultHandlerInterceptorRegistry$1",1,1,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception","DefaultDispatchInterceptorRegistry$5",1,1,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception","DefaultDispatchInterceptorRegistry$4",1,1,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception","DefaultHandlerInterceptorRegistry$4",1,1,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception","DefaultDispatchInterceptorRegistry$3",1,1,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception","DefaultHandlerInterceptorRegistry$2",1,1,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception","DefaultDispatchInterceptorRegistry$2",1,1,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception","DefaultHandlerInterceptorRegistry$3",1,1,"<init>",1,"<init>",""
"axon-messaging-5.1.2","org.axonframework.messaging.core.interception.annotation","MessageInterceptingMember",1,1,"priority",1,"priority",""
